Dalata.10	Drotundata.1288
Dalata.21552	Drotundata.25641
Dalata.21553	Drotundata.25642
Dalata.21554	Drotundata.25644
Dalata.21555	Drotundata.25645
Dalata.21556	Drotundata.25646
Dalata.21558	Drotundata.25651
Dalata.21559	Drotundata.25652
Dalata.2156	Drotundata.3556
Dalata.21560	Drotundata.25654
Dalata.21561	Drotundata.25655
Dalata.21562	Drotundata.25656
Dalata.21563	Drotundata.25657
Dalata.21564	Drotundata.25658
Dalata.21565	Drotundata.25659
Dalata.21566	Drotundata.25660
Dalata.21567	Drotundata.25661
Dalata.21568	Drotundata.25665
Dalata.2157	Drotundata.3555
Dalata.21572	Drotundata.25667
Dalata.21574	Drotundata.25669
Dalata.21575	Drotundata.25670
Dalata.21576	Drotundata.25671
Dalata.21578	Drotundata.25672
Dalata.21579	Drotundata.25673
Dalata.21580	Drotundata.25675
Dalata.21581	Drotundata.25677
Dalata.21582	Drotundata.25678
Dalata.21583	Drotundata.25679
Dalata.21584	Drotundata.25680
Dalata.21585	Drotundata.25681
Dalata.21586	Drotundata.25682
Dalata.21588	Drotundata.25683
Dalata.21589	Drotundata.25684
Dalata.2159	Drotundata.3559
Dalata.21590	Drotundata.25685
Dalata.21591	Drotundata.25686
Dalata.21592	Drotundata.25687
Dalata.21593	Drotundata.25688
Dalata.21594	Drotundata.25689
Dalata.21595	Drotundata.25690
Dalata.21596	Drotundata.25692
Dalata.21597	Drotundata.25693
Dalata.21598	Drotundata.25694
Dalata.21599	Drotundata.25695
Dalata.216	Drotundata.597
Dalata.2160	Drotundata.32227
Dalata.21600	Drotundata.25700
Dalata.21602	Drotundata.25697
Dalata.21604	Drotundata.25696
Dalata.21605	Drotundata.25702
Dalata.21606	Drotundata.25703
Dalata.21607	Drotundata.25704
Dalata.21608	Drotundata.25706
Dalata.21609	Drotundata.25707
Dalata.21610	Drotundata.25708
Dalata.21611	Drotundata.25709
Dalata.21612	Drotundata.25710
Dalata.21613	Drotundata.25719
Dalata.21614	Drotundata.25718
Dalata.21615	Drotundata.25717
Dalata.21616	Drotundata.25716
Dalata.21617	Drotundata.25715
Dalata.21618	Drotundata.25714
Dalata.21619	Drotundata.25713
Dalata.21620	Drotundata.25712
Dalata.21621	Drotundata.25747
Dalata.21622	Drotundata.25748
Dalata.21623	Drotundata.25749
Dalata.21624	Drotundata.25751
Dalata.21625	Drotundata.25752
Dalata.21629	Drotundata.25743
Dalata.2163	Drotundata.3547
Dalata.21632	Drotundata.25742
Dalata.21633	Drotundata.25741
Dalata.21636	Drotundata.25739
Dalata.21637	Drotundata.25738
Dalata.21639	Drotundata.25736
Dalata.2164	Drotundata.3546
Dalata.21640	Drotundata.25735
Dalata.21641	Drotundata.25734
Dalata.21642	Drotundata.25733
Dalata.21643	Drotundata.25731
Dalata.21644	Drotundata.25730
Dalata.21645	Drotundata.25729
Dalata.21646	Drotundata.25728
Dalata.21647	Drotundata.25727
Dalata.21648	Drotundata.25726
Dalata.21649	Drotundata.25724
Dalata.21650	Drotundata.25723
Dalata.21652	Drotundata.25777
Dalata.21653	Drotundata.25776
Dalata.21655	Drotundata.25775
Dalata.21656	Drotundata.25774
Dalata.21657	Drotundata.25773
Dalata.21658	Drotundata.25772
Dalata.2166	Drotundata.3544
Dalata.21660	Drotundata.25771
Dalata.21663	Drotundata.25769
Dalata.21664	Drotundata.25768
Dalata.21665	Drotundata.25767
Dalata.21667	Drotundata.25766
Dalata.21668	Drotundata.25765
Dalata.21669	Drotundata.25753
Dalata.2167	Drotundata.3543
Dalata.21670	Drotundata.25755
Dalata.21671	Drotundata.25756
Dalata.21673	Drotundata.25759
Dalata.21674	Drotundata.25760
Dalata.21675	Drotundata.25761
Dalata.21676	Drotundata.25762
Dalata.21677	Drotundata.25763
Dalata.21678	Drotundata.25764
Dalata.2168	Drotundata.3541
Dalata.21680	Drotundata.25778
Dalata.21681	Drotundata.25781
Dalata.21682	Drotundata.25782
Dalata.21683	Drotundata.25783
Dalata.21685	Drotundata.25785
Dalata.21686	Drotundata.25786
Dalata.21688	Drotundata.25787
Dalata.21689	Drotundata.25789
Dalata.2169	Drotundata.3540
Dalata.21690	Drotundata.25790
Dalata.21691	Drotundata.25791
Dalata.21692	Drotundata.25792
Dalata.21693	Drotundata.25793
Dalata.21694	Drotundata.25794
Dalata.21695	Drotundata.25795
Dalata.21696	Drotundata.25796
Dalata.21697	Drotundata.25797
Dalata.21698	Drotundata.25798
Dalata.21699	Drotundata.25799
Dalata.217	Drotundata.592
Dalata.2170	Drotundata.12079
Dalata.2170	Drotundata.3539
Dalata.21700	Drotundata.25800
Dalata.21701	Drotundata.25801
Dalata.21702	Drotundata.25802
Dalata.21703	Drotundata.25803
Dalata.21704	Drotundata.25804
Dalata.21705	Drotundata.25805
Dalata.21706	Drotundata.25833
Dalata.21708	Drotundata.25806
Dalata.21709	Drotundata.25807
Dalata.21709	Drotundata.25808
Dalata.2171	Drotundata.3538
Dalata.21710	Drotundata.25809
Dalata.21711	Drotundata.25811
Dalata.21712	Drotundata.25812
Dalata.21713	Drotundata.25813
Dalata.21714	Drotundata.25814
Dalata.21715	Drotundata.25815
Dalata.21716	Drotundata.25816
Dalata.21717	Drotundata.25817
Dalata.21718	Drotundata.25818
Dalata.21724	Drotundata.25819
Dalata.21726	Drotundata.25820
Dalata.21727	Drotundata.25822
Dalata.21728	Drotundata.25823
Dalata.21730	Drotundata.25825
Dalata.21733	Drotundata.25828
Dalata.21734	Drotundata.29404
Dalata.21735	Drotundata.25830
Dalata.21736	Drotundata.25831
Dalata.21737	Drotundata.25832
Dalata.21738	Drotundata.25873
Dalata.21739	Drotundata.25874
Dalata.21742	Drotundata.25879
Dalata.21743	Drotundata.25880
Dalata.21745	Drotundata.25895
Dalata.21746	Drotundata.25896
Dalata.21747	Drotundata.25897
Dalata.2175	Drotundata.31094
Dalata.21750	Drotundata.25899
Dalata.21751	Drotundata.25900
Dalata.21752	Drotundata.25871
Dalata.21753	Drotundata.25870
Dalata.21754	Drotundata.25869
Dalata.21755	Drotundata.25868
Dalata.21756	Drotundata.25867
Dalata.21758	Drotundata.25863
Dalata.21759	Drotundata.25862
Dalata.21761	Drotundata.25858
Dalata.21762	Drotundata.25857
Dalata.21763	Drotundata.25856
Dalata.21764	Drotundata.25855
Dalata.21766	Drotundata.25835
Dalata.21767	Drotundata.25836
Dalata.21768	Drotundata.25837
Dalata.21769	Drotundata.25838
Dalata.21770	Drotundata.25841
Dalata.21771	Drotundata.25842
Dalata.21772	Drotundata.25843
Dalata.21773	Drotundata.25844
Dalata.21773	Drotundata.25845
Dalata.21775	Drotundata.25846
Dalata.21776	Drotundata.25847
Dalata.21779	Drotundata.25849
Dalata.2178	Drotundata.31093
Dalata.21780	Drotundata.25850
Dalata.21781	Drotundata.25851
Dalata.21783	Drotundata.25853
Dalata.21784	Drotundata.25854
Dalata.21786	Drotundata.25892
Dalata.21787	Drotundata.25893
Dalata.21789	Drotundata.25894
Dalata.21790	Drotundata.25882
Dalata.21791	Drotundata.25885
Dalata.21792	Drotundata.25886
Dalata.21793	Drotundata.25889
Dalata.21794	Drotundata.25890
Dalata.21795	Drotundata.25891
Dalata.21796	Drotundata.25905
Dalata.21798	Drotundata.25907
Dalata.21799	Drotundata.25908
Dalata.218	Drotundata.591
Dalata.21800	Drotundata.25909
Dalata.21802	Drotundata.25911
Dalata.21803	Drotundata.25912
Dalata.21805	Drotundata.25915
Dalata.21807	Drotundata.25918
Dalata.21808	Drotundata.25917
Dalata.21809	Drotundata.25920
Dalata.2181	Drotundata.31090
Dalata.21810	Drotundata.25921
Dalata.21811	Drotundata.25922
Dalata.21812	Drotundata.25923
Dalata.21814	Drotundata.25925
Dalata.21817	Drotundata.25928
Dalata.21818	Drotundata.25929
Dalata.21819	Drotundata.25931
Dalata.2182	Drotundata.31089
Dalata.21820	Drotundata.25932
Dalata.21821	Drotundata.25933
Dalata.21822	Drotundata.25934
Dalata.21823	Drotundata.25935
Dalata.21824	Drotundata.25936
Dalata.21825	Drotundata.25937
Dalata.21827	Drotundata.25939
Dalata.21828	Drotundata.25941
Dalata.2183	Drotundata.31087
Dalata.21830	Drotundata.25942
Dalata.21833	Drotundata.25945
Dalata.21834	Drotundata.25946
Dalata.21835	Drotundata.25947
Dalata.21836	Drotundata.25948
Dalata.21839	Drotundata.6702
Dalata.2184	Drotundata.3537
Dalata.21840	Drotundata.25950
Dalata.21841	Drotundata.25951
Dalata.21842	Drotundata.25952
Dalata.21843	Drotundata.25953
Dalata.21844	Drotundata.25954
Dalata.21845	Drotundata.25955
Dalata.21848	Drotundata.25957
Dalata.21849	Drotundata.25958
Dalata.2185	Drotundata.3536
Dalata.21850	Drotundata.25959
Dalata.21851	Drotundata.25960
Dalata.21852	Drotundata.25961
Dalata.21852	Drotundata.25962
Dalata.21853	Drotundata.25963
Dalata.21855	Drotundata.31515
Dalata.21856	Drotundata.31516
Dalata.21857	Drotundata.25965
Dalata.21858	Drotundata.25966
Dalata.21859	Drotundata.25968
Dalata.2186	Drotundata.3535
Dalata.21860	Drotundata.25969
Dalata.21866	Drotundata.25973
Dalata.21867	Drotundata.25974
Dalata.21868	Drotundata.25976
Dalata.21869	Drotundata.25979
Dalata.2187	Drotundata.3534
Dalata.21871	Drotundata.25981
Dalata.21872	Drotundata.25982
Dalata.21874	Drotundata.25984
Dalata.21875	Drotundata.25985
Dalata.21876	Drotundata.25986
Dalata.21877	Drotundata.25987
Dalata.21877	Drotundata.25988
Dalata.21878	Drotundata.25989
Dalata.21878	Drotundata.25990
Dalata.21882	Drotundata.25994
Dalata.21883	Drotundata.25995
Dalata.21884	Drotundata.25996
Dalata.21885	Drotundata.25998
Dalata.21886	Drotundata.25999
Dalata.21887	Drotundata.26000
Dalata.21888	Drotundata.26001
Dalata.21889	Drotundata.26002
Dalata.21890	Drotundata.26003
Dalata.21891	Drotundata.26004
Dalata.21892	Drotundata.2019
Dalata.21893	Drotundata.26006
Dalata.21894	Drotundata.26007
Dalata.21895	Drotundata.26008
Dalata.21896	Drotundata.26009
Dalata.21897	Drotundata.26010
Dalata.21898	Drotundata.26011
Dalata.2190	Drotundata.3529
Dalata.21900	Drotundata.26012
Dalata.21901	Drotundata.26014
Dalata.21902	Drotundata.26015
Dalata.21905	Drotundata.26017
Dalata.21906	Drotundata.26022
Dalata.21907	Drotundata.26024
Dalata.21908	Drotundata.26025
Dalata.21909	Drotundata.26026
Dalata.21910	Drotundata.26027
Dalata.21911	Drotundata.26028
Dalata.21912	Drotundata.26029
Dalata.21913	Drotundata.26030
Dalata.21914	Drotundata.26032
Dalata.21915	Drotundata.26033
Dalata.21916	Drotundata.26034
Dalata.21917	Drotundata.26036
Dalata.21918	Drotundata.26037
Dalata.21919	Drotundata.26038
Dalata.2192	Drotundata.3525
Dalata.21921	Drotundata.26039
Dalata.21922	Drotundata.26040
Dalata.21923	Drotundata.26041
Dalata.21925	Drotundata.26044
Dalata.21926	Drotundata.26045
Dalata.21927	Drotundata.26046
Dalata.21928	Drotundata.26048
Dalata.21929	Drotundata.26049
Dalata.21933	Drotundata.26047
Dalata.21935	Drotundata.26049
Dalata.21936	Drotundata.26050
Dalata.21937	Drotundata.26051
Dalata.21938	Drotundata.26052
Dalata.21939	Drotundata.26053
Dalata.2194	Drotundata.3524
Dalata.21940	Drotundata.26055
Dalata.21941	Drotundata.26056
Dalata.21942	Drotundata.26057
Dalata.21943	Drotundata.26058
Dalata.21944	Drotundata.26059
Dalata.21945	Drotundata.26060
Dalata.21946	Drotundata.26061
Dalata.21947	Drotundata.26062
Dalata.21948	Drotundata.26063
Dalata.21949	Drotundata.26064
Dalata.2195	Drotundata.3523
Dalata.21950	Drotundata.26066
Dalata.21951	Drotundata.26067
Dalata.21952	Drotundata.26068
Dalata.21953	Drotundata.26071
Dalata.21954	Drotundata.26070
Dalata.21957	Drotundata.26074
Dalata.2196	Drotundata.3522
Dalata.21961	Drotundata.26072
Dalata.21965	Drotundata.26075
Dalata.21966	Drotundata.26076
Dalata.21967	Drotundata.26077
Dalata.21968	Drotundata.26078
Dalata.21969	Drotundata.26080
Dalata.2197	Drotundata.3521
Dalata.21970	Drotundata.26081
Dalata.21971	Drotundata.26082
Dalata.21972	Drotundata.26083
Dalata.21973	Drotundata.26084
Dalata.21975	Drotundata.26085
Dalata.21976	Drotundata.26086
Dalata.21977	Drotundata.26087
Dalata.21978	Drotundata.26088
Dalata.21979	Drotundata.26089
Dalata.2198	Drotundata.3520
Dalata.21981	Drotundata.26091
Dalata.21982	Drotundata.26092
Dalata.21983	Drotundata.26094
Dalata.21985	Drotundata.26096
Dalata.21988	Drotundata.11181
Dalata.2199	Drotundata.3519
Dalata.21993	Drotundata.11181
Dalata.21994	Drotundata.26100
Dalata.21995	Drotundata.26101
Dalata.21997	Drotundata.26103
Dalata.21998	Drotundata.26104
Dalata.21999	Drotundata.26106
Dalata.220	Drotundata.1025
Dalata.220	Drotundata.1026
Dalata.2200	Drotundata.3518
Dalata.22000	Drotundata.26107
Dalata.22001	Drotundata.26108
Dalata.22002	Drotundata.26109
Dalata.22003	Drotundata.26110
Dalata.22004	Drotundata.26111
Dalata.22005	Drotundata.26112
Dalata.22007	Drotundata.26113
Dalata.22008	Drotundata.26116
Dalata.22009	Drotundata.26117
Dalata.2201	Drotundata.3517
Dalata.22010	Drotundata.26118
Dalata.22012	Drotundata.26120
Dalata.22013	Drotundata.26121
Dalata.22015	Drotundata.26122
Dalata.22016	Drotundata.26123
Dalata.22018	Drotundata.26124
Dalata.22018	Drotundata.26125
Dalata.22019	Drotundata.26126
Dalata.2202	Drotundata.3516
Dalata.22020	Drotundata.26127
Dalata.22021	Drotundata.26128
Dalata.22022	Drotundata.26129
Dalata.22023	Drotundata.26130
Dalata.22024	Drotundata.26131
Dalata.22025	Drotundata.26132
Dalata.22026	Drotundata.26133
Dalata.22027	Drotundata.26134
Dalata.22028	Drotundata.26135
Dalata.22029	Drotundata.26136
Dalata.2203	Drotundata.3515
Dalata.22030	Drotundata.26137
Dalata.22033	Drotundata.26139
Dalata.22035	Drotundata.26141
Dalata.22036	Drotundata.26142
Dalata.22037	Drotundata.26143
Dalata.22038	Drotundata.26144
Dalata.22039	Drotundata.26145
Dalata.2204	Drotundata.3514
Dalata.22040	Drotundata.26146
Dalata.22041	Drotundata.26147
Dalata.22042	Drotundata.26148
Dalata.22043	Drotundata.26149
Dalata.22044	Drotundata.26150
Dalata.22045	Drotundata.26151
Dalata.22046	Drotundata.26152
Dalata.22046	Drotundata.26153
Dalata.22047	Drotundata.26154
Dalata.22048	Drotundata.26156
Dalata.22049	Drotundata.26157
Dalata.2205	Drotundata.3459
Dalata.22051	Drotundata.6548
Dalata.22052	Drotundata.26158
Dalata.22052	Drotundata.26159
Dalata.22055	Drotundata.26161
Dalata.22057	Drotundata.26162
Dalata.22058	Drotundata.26163
Dalata.22059	Drotundata.26164
Dalata.22060	Drotundata.26165
Dalata.22061	Drotundata.26166
Dalata.22063	Drotundata.26168
Dalata.22064	Drotundata.26169
Dalata.22065	Drotundata.26171
Dalata.22065	Drotundata.26172
Dalata.22068	Drotundata.26178
Dalata.22069	Drotundata.26179
Dalata.2207	Drotundata.3465
Dalata.22070	Drotundata.26180
Dalata.22072	Drotundata.26181
Dalata.22073	Drotundata.26182
Dalata.22074	Drotundata.26183
Dalata.22075	Drotundata.26184
Dalata.22076	Drotundata.26185
Dalata.22077	Drotundata.26186
Dalata.22078	Drotundata.26189
Dalata.2208	Drotundata.3463
Dalata.22080	Drotundata.26192
Dalata.22081	Drotundata.26298
Dalata.22082	Drotundata.26300
Dalata.22083	Drotundata.26301
Dalata.22084	Drotundata.26292
Dalata.22085	Drotundata.26293
Dalata.22087	Drotundata.26278
Dalata.22090	Drotundata.26348
Dalata.22091	Drotundata.26349
Dalata.22092	Drotundata.26280
Dalata.22093	Drotundata.26281
Dalata.22094	Drotundata.26352
Dalata.22095	Drotundata.26284
Dalata.22096	Drotundata.26354
Dalata.22097	Drotundata.26355
Dalata.22098	Drotundata.26288
Dalata.22100	Drotundata.26289
Dalata.22101	Drotundata.26362
Dalata.22102	Drotundata.26263
Dalata.22102	Drotundata.26264
Dalata.22103	Drotundata.26262
Dalata.22106	Drotundata.26268
Dalata.22106	Drotundata.26269
Dalata.22108	Drotundata.26258
Dalata.22109	Drotundata.26259
Dalata.2211	Drotundata.3462
Dalata.22111	Drotundata.26309
Dalata.22112	Drotundata.26310
Dalata.22113	Drotundata.26311
Dalata.22114	Drotundata.26312
Dalata.22115	Drotundata.26313
Dalata.22116	Drotundata.26314
Dalata.22117	Drotundata.26315
Dalata.22118	Drotundata.26316
Dalata.22120	Drotundata.26318
Dalata.22121	Drotundata.26319
Dalata.22122	Drotundata.26321
Dalata.22123	Drotundata.26322
Dalata.22124	Drotundata.26204
Dalata.22125	Drotundata.26324
Dalata.22126	Drotundata.26205
Dalata.22127	Drotundata.26326
Dalata.22128	Drotundata.26209
Dalata.22129	Drotundata.26329
Dalata.22130	Drotundata.26211
Dalata.22131	Drotundata.26212
Dalata.22132	Drotundata.26213
Dalata.22133	Drotundata.26214
Dalata.22134	Drotundata.26215
Dalata.22135	Drotundata.26216
Dalata.22136	Drotundata.26337
Dalata.22137	Drotundata.26241
Dalata.22138	Drotundata.26242
Dalata.22140	Drotundata.26243
Dalata.22142	Drotundata.26246
Dalata.22143	Drotundata.26247
Dalata.22144	Drotundata.26248
Dalata.22145	Drotundata.26249
Dalata.22146	Drotundata.26254
Dalata.22147	Drotundata.26253
Dalata.22148	Drotundata.26219
Dalata.22149	Drotundata.26220
Dalata.22151	Drotundata.26222
Dalata.22152	Drotundata.26224
Dalata.22153	Drotundata.26226
Dalata.22154	Drotundata.26227
Dalata.22154	Drotundata.26228
Dalata.22157	Drotundata.35271
Dalata.22158	Drotundata.26232
Dalata.22159	Drotundata.32629
Dalata.2216	Drotundata.3460
Dalata.22162	Drotundata.26194
Dalata.22163	Drotundata.32632
Dalata.22164	Drotundata.32634
Dalata.22165	Drotundata.32635
Dalata.22166	Drotundata.26200
Dalata.22170	Drotundata.26378
Dalata.22171	Drotundata.26379
Dalata.22172	Drotundata.26380
Dalata.22173	Drotundata.26381
Dalata.22174	Drotundata.26382
Dalata.22175	Drotundata.26383
Dalata.22176	Drotundata.26384
Dalata.22177	Drotundata.26385
Dalata.22178	Drotundata.26386
Dalata.22179	Drotundata.26387
Dalata.22180	Drotundata.26388
Dalata.22181	Drotundata.26389
Dalata.22185	Drotundata.26397
Dalata.22187	Drotundata.26400
Dalata.22189	Drotundata.26404
Dalata.22190	Drotundata.26406
Dalata.22191	Drotundata.26407
Dalata.22192	Drotundata.26408
Dalata.22193	Drotundata.26409
Dalata.22194	Drotundata.26410
Dalata.22195	Drotundata.26411
Dalata.22197	Drotundata.26413
Dalata.22199	Drotundata.26415
Dalata.222	Drotundata.1024
Dalata.22200	Drotundata.26419
Dalata.22200	Drotundata.26420
Dalata.22201	Drotundata.26418
Dalata.22202	Drotundata.26417
Dalata.22203	Drotundata.26422
Dalata.22204	Drotundata.4864
Dalata.22206	Drotundata.26428
Dalata.22207	Drotundata.26429
Dalata.22208	Drotundata.26430
Dalata.22208	Drotundata.4857
Dalata.22210	Drotundata.4856
Dalata.22211	Drotundata.26371
Dalata.22212	Drotundata.26375
Dalata.22217	Drotundata.26436
Dalata.22218	Drotundata.26437
Dalata.22219	Drotundata.26438
Dalata.22220	Drotundata.26439
Dalata.22221	Drotundata.26441
Dalata.22222	Drotundata.23986
Dalata.22223	Drotundata.26442
Dalata.22224	Drotundata.26444
Dalata.22225	Drotundata.26446
Dalata.22226	Drotundata.27601
Dalata.22227	Drotundata.26447
Dalata.22228	Drotundata.26448
Dalata.22229	Drotundata.26450
Dalata.22230	Drotundata.26451
Dalata.22231	Drotundata.26452
Dalata.22234	Drotundata.26455
Dalata.22235	Drotundata.26456
Dalata.22237	Drotundata.26459
Dalata.22238	Drotundata.26460
Dalata.22239	Drotundata.26461
Dalata.2224	Drotundata.3478
Dalata.22240	Drotundata.26463
Dalata.22241	Drotundata.26464
Dalata.22242	Drotundata.26465
Dalata.22244	Drotundata.26467
Dalata.22245	Drotundata.13266
Dalata.22246	Drotundata.26474
Dalata.22247	Drotundata.26475
Dalata.22248	Drotundata.26476
Dalata.22249	Drotundata.26477
Dalata.2225	Drotundata.3482
Dalata.22250	Drotundata.26478
Dalata.22252	Drotundata.26479
Dalata.22253	Drotundata.26480
Dalata.22255	Drotundata.26481
Dalata.22256	Drotundata.26482
Dalata.22257	Drotundata.26483
Dalata.22258	Drotundata.26484
Dalata.22260	Drotundata.26485
Dalata.22261	Drotundata.26486
Dalata.22262	Drotundata.26487
Dalata.22263	Drotundata.26488
Dalata.22265	Drotundata.26489
Dalata.22266	Drotundata.26491
Dalata.22267	Drotundata.26492
Dalata.22268	Drotundata.26493
Dalata.22269	Drotundata.26494
Dalata.2227	Drotundata.3477
Dalata.22270	Drotundata.26495
Dalata.22271	Drotundata.26496
Dalata.22272	Drotundata.26497
Dalata.22273	Drotundata.26498
Dalata.22275	Drotundata.26499
Dalata.22276	Drotundata.26500
Dalata.22277	Drotundata.26501
Dalata.22278	Drotundata.26502
Dalata.22279	Drotundata.26503
Dalata.2228	Drotundata.3476
Dalata.22280	Drotundata.26504
Dalata.22281	Drotundata.26505
Dalata.22283	Drotundata.26507
Dalata.22284	Drotundata.26508
Dalata.22285	Drotundata.26509
Dalata.22287	Drotundata.26510
Dalata.2229	Drotundata.3475
Dalata.22291	Drotundata.33002
Dalata.22295	Drotundata.33001
Dalata.22296	Drotundata.26524
Dalata.223	Drotundata.1023
Dalata.2230	Drotundata.3473
Dalata.22306	Drotundata.22399
Dalata.22308	Drotundata.26527
Dalata.22310	Drotundata.26529
Dalata.22312	Drotundata.26530
Dalata.22313	Drotundata.26531
Dalata.22314	Drotundata.26532
Dalata.22315	Drotundata.26533
Dalata.22317	Drotundata.26534
Dalata.22318	Drotundata.26535
Dalata.22319	Drotundata.26536
Dalata.2232	Drotundata.3472
Dalata.22320	Drotundata.26537
Dalata.22322	Drotundata.26539
Dalata.22323	Drotundata.26541
Dalata.22324	Drotundata.26542
Dalata.22325	Drotundata.26543
Dalata.22326	Drotundata.26544
Dalata.22327	Drotundata.26545
Dalata.22328	Drotundata.26546
Dalata.22330	Drotundata.26547
Dalata.22331	Drotundata.26548
Dalata.22332	Drotundata.26550
Dalata.22333	Drotundata.26549
Dalata.22334	Drotundata.26551
Dalata.22335	Drotundata.26552
Dalata.22336	Drotundata.26553
Dalata.22339	Drotundata.26556
Dalata.2234	Drotundata.3469
Dalata.22340	Drotundata.26558
Dalata.22342	Drotundata.26560
Dalata.22343	Drotundata.26561
Dalata.22343	Drotundata.26562
Dalata.22345	Drotundata.26563
Dalata.22346	Drotundata.26564
Dalata.22347	Drotundata.26565
Dalata.22348	Drotundata.26566
Dalata.22349	Drotundata.26567
Dalata.22350	Drotundata.26568
Dalata.22351	Drotundata.26569
Dalata.22352	Drotundata.26571
Dalata.22353	Drotundata.26572
Dalata.22355	Drotundata.26576
Dalata.22357	Drotundata.26579
Dalata.22358	Drotundata.26582
