Dalata.126	Ddumetorum.20355
Dalata.12678	Ddumetorum.20857
Dalata.12680	Ddumetorum.20858
Dalata.12681	Ddumetorum.20859
Dalata.12683	Ddumetorum.20860
Dalata.12684	Ddumetorum.20862
Dalata.12685	Ddumetorum.20863
Dalata.12686	Ddumetorum.20864
Dalata.12687	Ddumetorum.20865
Dalata.12688	Ddumetorum.20866
Dalata.12689	Ddumetorum.20867
Dalata.12690	Ddumetorum.20868
Dalata.12692	Ddumetorum.20870
Dalata.12700	Ddumetorum.20878
Dalata.12701	Ddumetorum.20876
Dalata.12702	Ddumetorum.20877
Dalata.12703	Ddumetorum.20879
Dalata.12704	Ddumetorum.20880
Dalata.12705	Ddumetorum.20881
Dalata.12707	Ddumetorum.20883
Dalata.12708	Ddumetorum.20884
Dalata.12714	Ddumetorum.20885
Dalata.12715	Ddumetorum.20886
Dalata.12716	Ddumetorum.20887
Dalata.12717	Ddumetorum.20888
Dalata.12719	Ddumetorum.20889
Dalata.12720	Ddumetorum.20890
Dalata.12721	Ddumetorum.20891
Dalata.12722	Ddumetorum.20892
Dalata.12723	Ddumetorum.20893
Dalata.12728	Ddumetorum.20897
Dalata.12729	Ddumetorum.20898
Dalata.12731	Ddumetorum.20899
Dalata.12734	Ddumetorum.20900
Dalata.12735	Ddumetorum.20901
Dalata.12736	Ddumetorum.20902
Dalata.12737	Ddumetorum.20903
Dalata.12738	Ddumetorum.20904
Dalata.12739	Ddumetorum.20905
Dalata.12740	Ddumetorum.20906
Dalata.12742	Ddumetorum.20907
Dalata.12743	Ddumetorum.20908
Dalata.12746	Ddumetorum.20911
Dalata.12747	Ddumetorum.20912
Dalata.12748	Ddumetorum.20913
Dalata.12749	Ddumetorum.20915
Dalata.12751	Ddumetorum.20917
Dalata.12752	Ddumetorum.20918
Dalata.12753	Ddumetorum.20919
Dalata.12757	Ddumetorum.20920
Dalata.12758	Ddumetorum.20921
Dalata.12759	Ddumetorum.20922
Dalata.12760	Ddumetorum.20923
Dalata.12762	Ddumetorum.20924
Dalata.12763	Ddumetorum.20925
Dalata.12764	Ddumetorum.20927
Dalata.12765	Ddumetorum.20929
Dalata.12766	Ddumetorum.20930
Dalata.12767	Ddumetorum.20931
Dalata.12768	Ddumetorum.20932
Dalata.12769	Ddumetorum.20933
Dalata.12770	Ddumetorum.20934
Dalata.12771	Ddumetorum.20935
Dalata.12773	Ddumetorum.20940
Dalata.12776	Ddumetorum.20941
Dalata.12779	Ddumetorum.20943
Dalata.12782	Ddumetorum.20944
Dalata.12783	Ddumetorum.20945
Dalata.12784	Ddumetorum.20946
Dalata.12785	Ddumetorum.20947
Dalata.12786	Ddumetorum.20948
Dalata.12791	Ddumetorum.20950
Dalata.12793	Ddumetorum.20952
Dalata.12794	Ddumetorum.20953
Dalata.12795	Ddumetorum.20954
Dalata.12797	Ddumetorum.20955
Dalata.12798	Ddumetorum.20956
Dalata.12799	Ddumetorum.20958
Dalata.12800	Ddumetorum.20959
Dalata.12802	Ddumetorum.20963
Dalata.12804	Ddumetorum.20964
Dalata.12806	Ddumetorum.20966
Dalata.12810	Ddumetorum.20967
Dalata.12811	Ddumetorum.20969
Dalata.12812	Ddumetorum.20971
Dalata.12815	Ddumetorum.20972
Dalata.12816	Ddumetorum.20973
Dalata.12817	Ddumetorum.20974
Dalata.12820	Ddumetorum.20975
Dalata.12822	Ddumetorum.20976
Dalata.12823	Ddumetorum.20977
Dalata.12824	Ddumetorum.20979
Dalata.12825	Ddumetorum.20980
Dalata.12826	Ddumetorum.20981
Dalata.12828	Ddumetorum.20983
Dalata.12829	Ddumetorum.20984
Dalata.12830	Ddumetorum.20985
Dalata.12831	Ddumetorum.20986
Dalata.12832	Ddumetorum.20987
Dalata.12833	Ddumetorum.20988
Dalata.12834	Ddumetorum.20989
Dalata.12836	Ddumetorum.20990
Dalata.12837	Ddumetorum.20991
Dalata.12838	Ddumetorum.20992
Dalata.12840	Ddumetorum.20994
Dalata.12841	Ddumetorum.20995
Dalata.12842	Ddumetorum.20996
Dalata.12844	Ddumetorum.20997
Dalata.12845	Ddumetorum.20998
Dalata.12847	Ddumetorum.20999
Dalata.12849	Ddumetorum.21000
Dalata.12850	Ddumetorum.21001
Dalata.12851	Ddumetorum.21002
Dalata.12852	Ddumetorum.21004
Dalata.12853	Ddumetorum.21003
Dalata.12854	Ddumetorum.21005
Dalata.12855	Ddumetorum.21006
Dalata.12856	Ddumetorum.21007
Dalata.12857	Ddumetorum.21008
Dalata.12858	Ddumetorum.21009
Dalata.12859	Ddumetorum.21010
Dalata.12860	Ddumetorum.21011
Dalata.12861	Ddumetorum.21012
Dalata.12862	Ddumetorum.21013
Dalata.12863	Ddumetorum.21014
Dalata.12864	Ddumetorum.21015
Dalata.12865	Ddumetorum.21016
Dalata.12868	Ddumetorum.21017
Dalata.12869	Ddumetorum.21018
Dalata.12870	Ddumetorum.21019
Dalata.12871	Ddumetorum.21020
Dalata.12875	Ddumetorum.21022
Dalata.12878	Ddumetorum.21023
Dalata.12880	Ddumetorum.21024
Dalata.12881	Ddumetorum.21025
Dalata.12882	Ddumetorum.21026
Dalata.12883	Ddumetorum.21027
Dalata.12884	Ddumetorum.21028
Dalata.12885	Ddumetorum.21029
Dalata.12887	Ddumetorum.21030
Dalata.12889	Ddumetorum.21032
Dalata.12890	Ddumetorum.21033
Dalata.12891	Ddumetorum.21034
Dalata.12892	Ddumetorum.21035
Dalata.12895	Ddumetorum.21038
Dalata.12896	Ddumetorum.21039
Dalata.12897	Ddumetorum.21040
Dalata.12919	Ddumetorum.21046
Dalata.12921	Ddumetorum.21047
Dalata.12923	Ddumetorum.21049
Dalata.12924	Ddumetorum.21050
Dalata.12925	Ddumetorum.21051
Dalata.12926	Ddumetorum.21052
Dalata.12929	Ddumetorum.21053
Dalata.12930	Ddumetorum.21054
Dalata.12931	Ddumetorum.21055
Dalata.12933	Ddumetorum.21056
Dalata.12934	Ddumetorum.21057
Dalata.12936	Ddumetorum.21059
Dalata.12939	Ddumetorum.21060
Dalata.12940	Ddumetorum.21061
Dalata.12941	Ddumetorum.21062
Dalata.12944	Ddumetorum.21063
Dalata.12945	Ddumetorum.21064
Dalata.12948	Ddumetorum.21067
Dalata.12950	Ddumetorum.21068
Dalata.12952	Ddumetorum.21069
Dalata.12953	Ddumetorum.21070
Dalata.12954	Ddumetorum.21071
Dalata.12955	Ddumetorum.21072
Dalata.12962	Ddumetorum.21073
Dalata.12965	Ddumetorum.21074
Dalata.12966	Ddumetorum.21075
Dalata.12967	Ddumetorum.21076
Dalata.12970	Ddumetorum.21079
Dalata.12971	Ddumetorum.21080
Dalata.12972	Ddumetorum.21081
Dalata.12974	Ddumetorum.21083
Dalata.12975	Ddumetorum.21086
Dalata.12977	Ddumetorum.21087
Dalata.12978	Ddumetorum.21088
Dalata.12980	Ddumetorum.21090
Dalata.12982	Ddumetorum.21091
Dalata.12983	Ddumetorum.21093
Dalata.12984	Ddumetorum.21094
Dalata.12985	Ddumetorum.21095
Dalata.12986	Ddumetorum.21096
Dalata.12988	Ddumetorum.21098
Dalata.12989	Ddumetorum.21099
Dalata.12990	Ddumetorum.21100
Dalata.12995	Ddumetorum.21103
Dalata.12996	Ddumetorum.21102
Dalata.12997	Ddumetorum.21101
Dalata.12998	Ddumetorum.21105
Dalata.12999	Ddumetorum.21106
Dalata.13000	Ddumetorum.21107
Dalata.13004	Ddumetorum.21108
Dalata.13006	Ddumetorum.21109
Dalata.13007	Ddumetorum.21110
Dalata.13008	Ddumetorum.21111
Dalata.13009	Ddumetorum.21112
Dalata.13010	Ddumetorum.21113
Dalata.13011	Ddumetorum.21114
Dalata.13015	Ddumetorum.21115
Dalata.13016	Ddumetorum.21116
Dalata.13019	Ddumetorum.21117
Dalata.13020	Ddumetorum.21118
Dalata.13022	Ddumetorum.21120
Dalata.13025	Ddumetorum.21122
Dalata.13026	Ddumetorum.21123
Dalata.13027	Ddumetorum.21124
Dalata.13030	Ddumetorum.21125
Dalata.13031	Ddumetorum.21126
Dalata.13033	Ddumetorum.21127
Dalata.13034	Ddumetorum.21128
Dalata.13036	Ddumetorum.21130
Dalata.13037	Ddumetorum.21131
Dalata.13040	Ddumetorum.21132
Dalata.13041	Ddumetorum.21133
Dalata.13042	Ddumetorum.21134
Dalata.13043	Ddumetorum.21135
Dalata.13044	Ddumetorum.21136
Dalata.13046	Ddumetorum.21137
Dalata.13047	Ddumetorum.21138
Dalata.13049	Ddumetorum.21140
Dalata.13050	Ddumetorum.21141
Dalata.13051	Ddumetorum.21142
Dalata.13052	Ddumetorum.21143
Dalata.13053	Ddumetorum.21144
Dalata.13054	Ddumetorum.21145
Dalata.13056	Ddumetorum.21146
Dalata.13057	Ddumetorum.21147
Dalata.13059	Ddumetorum.21148
Dalata.13063	Ddumetorum.21149
Dalata.13066	Ddumetorum.21150
Dalata.13067	Ddumetorum.21151
Dalata.13069	Ddumetorum.21152
Dalata.13076	Ddumetorum.21156
Dalata.13077	Ddumetorum.21157
Dalata.13078	Ddumetorum.21158
Dalata.13079	Ddumetorum.21159
Dalata.13081	Ddumetorum.21160
Dalata.13084	Ddumetorum.21162
Dalata.13085	Ddumetorum.21163
Dalata.13086	Ddumetorum.21165
Dalata.13087	Ddumetorum.21166
Dalata.13088	Ddumetorum.21167
Dalata.13090	Ddumetorum.21169
Dalata.13091	Ddumetorum.21171
Dalata.13092	Ddumetorum.21172
Dalata.13093	Ddumetorum.21173
Dalata.13094	Ddumetorum.21174
Dalata.12140	Ddumetorum.21611
Dalata.12146	Ddumetorum.21615
Dalata.12148	Ddumetorum.21617
Dalata.12150	Ddumetorum.21618
Dalata.12152	Ddumetorum.21620
Dalata.12153	Ddumetorum.21621
Dalata.12155	Ddumetorum.21623
Dalata.12156	Ddumetorum.21624
Dalata.12157	Ddumetorum.21627
Dalata.12158	Ddumetorum.21628
Dalata.12159	Ddumetorum.21629
Dalata.12160	Ddumetorum.21630
Dalata.12161	Ddumetorum.21631
Dalata.12162	Ddumetorum.21632
Dalata.12166	Ddumetorum.21633
Dalata.12167	Ddumetorum.21634
Dalata.12169	Ddumetorum.21636
Dalata.12172	Ddumetorum.21639
Dalata.12173	Ddumetorum.21641
Dalata.12176	Ddumetorum.21643
Dalata.12179	Ddumetorum.21644
Dalata.12180	Ddumetorum.21645
Dalata.12181	Ddumetorum.21646
Dalata.12182	Ddumetorum.21647
Dalata.12183	Ddumetorum.21648
Dalata.12184	Ddumetorum.21649
Dalata.12185	Ddumetorum.21650
Dalata.12186	Ddumetorum.21651
Dalata.12188	Ddumetorum.21652
Dalata.12189	Ddumetorum.21653
Dalata.12190	Ddumetorum.21654
Dalata.12191	Ddumetorum.21655
Dalata.12192	Ddumetorum.21658
Dalata.12194	Ddumetorum.21673
Dalata.12195	Ddumetorum.21665
Dalata.12196	Ddumetorum.21666
Dalata.12200	Ddumetorum.21669
Dalata.12201	Ddumetorum.21674
Dalata.12202	Ddumetorum.21675
Dalata.12203	Ddumetorum.21676
Dalata.12204	Ddumetorum.21677
Dalata.12206	Ddumetorum.21678
Dalata.12207	Ddumetorum.21681
Dalata.12208	Ddumetorum.21682
Dalata.12210	Ddumetorum.21687
Dalata.12211	Ddumetorum.21692
Dalata.12213	Ddumetorum.21693
Dalata.12215	Ddumetorum.21694
Dalata.12217	Ddumetorum.21695
Dalata.12218	Ddumetorum.21696
Dalata.12219	Ddumetorum.21697
Dalata.12221	Ddumetorum.21699
Dalata.12222	Ddumetorum.21701
Dalata.12223	Ddumetorum.21703
Dalata.12224	Ddumetorum.21704
Dalata.12248	Ddumetorum.21707
Dalata.12250	Ddumetorum.21708
Dalata.12252	Ddumetorum.21709
Dalata.12253	Ddumetorum.21711
Dalata.12260	Ddumetorum.21718
Dalata.13275	Ddumetorum.2699
Dalata.13277	Ddumetorum.2702
Dalata.13279	Ddumetorum.2704
Dalata.13280	Ddumetorum.2705
Dalata.13282	Ddumetorum.2707
Dalata.13283	Ddumetorum.2708
Dalata.13285	Ddumetorum.2709
Dalata.13286	Ddumetorum.2710
Dalata.13287	Ddumetorum.2711
Dalata.13288	Ddumetorum.2712
Dalata.13297	Ddumetorum.2717
Dalata.13298	Ddumetorum.2718
Dalata.13301	Ddumetorum.2719
Dalata.13303	Ddumetorum.2720
Dalata.13305	Ddumetorum.2721
Dalata.13306	Ddumetorum.2722
Dalata.13308	Ddumetorum.2724
Dalata.13312	Ddumetorum.2726
Dalata.13314	Ddumetorum.2727
Dalata.13316	Ddumetorum.2728
Dalata.13317	Ddumetorum.2729
Dalata.13318	Ddumetorum.2730
Dalata.13319	Ddumetorum.2731
Dalata.13321	Ddumetorum.2732
Dalata.13322	Ddumetorum.2733
Dalata.13323	Ddumetorum.2734
Dalata.13326	Ddumetorum.2738
Dalata.13327	Ddumetorum.2739
Dalata.13328	Ddumetorum.2740
Dalata.13329	Ddumetorum.2741
Dalata.13330	Ddumetorum.2742
Dalata.13333	Ddumetorum.2743
Dalata.13334	Ddumetorum.2744
Dalata.13335	Ddumetorum.2745
Dalata.13337	Ddumetorum.2747
Dalata.13347	Ddumetorum.2750
Dalata.13348	Ddumetorum.2751
Dalata.13349	Ddumetorum.2752
Dalata.13350	Ddumetorum.2753
Dalata.13352	Ddumetorum.2754
Dalata.13354	Ddumetorum.2755
Dalata.13358	Ddumetorum.2757
Dalata.13360	Ddumetorum.2758
Dalata.13361	Ddumetorum.2759
Dalata.13362	Ddumetorum.2760
Dalata.13363	Ddumetorum.2762
Dalata.13365	Ddumetorum.2763
Dalata.13366	Ddumetorum.2764
Dalata.13367	Ddumetorum.2765
Dalata.13369	Ddumetorum.2767
Dalata.13370	Ddumetorum.2768
Dalata.13374	Ddumetorum.2773
Dalata.13376	Ddumetorum.2776
Dalata.13378	Ddumetorum.2779
Dalata.13380	Ddumetorum.2780
Dalata.13381	Ddumetorum.2781
Dalata.13382	Ddumetorum.2783
Dalata.13383	Ddumetorum.2784
Dalata.13384	Ddumetorum.2788
Dalata.13385	Ddumetorum.2790
Dalata.13386	Ddumetorum.2791
Dalata.13387	Ddumetorum.2793
Dalata.13391	Ddumetorum.2794
Dalata.13393	Ddumetorum.2795
Dalata.13401	Ddumetorum.2797
Dalata.13402	Ddumetorum.2798
Dalata.13404	Ddumetorum.2799
Dalata.13405	Ddumetorum.2800
Dalata.13406	Ddumetorum.2801
Dalata.13407	Ddumetorum.2802
Dalata.13410	Ddumetorum.2803
Dalata.13411	Ddumetorum.2804
Dalata.13412	Ddumetorum.2805
Dalata.13413	Ddumetorum.2806
Dalata.13414	Ddumetorum.2807
Dalata.13416	Ddumetorum.2812
Dalata.13417	Ddumetorum.2811
Dalata.13420	Ddumetorum.2809
Dalata.13423	Ddumetorum.2816
Dalata.13424	Ddumetorum.2817
Dalata.13430	Ddumetorum.2818
Dalata.13432	Ddumetorum.2822
Dalata.13433	Ddumetorum.2823
Dalata.13434	Ddumetorum.2824
Dalata.13438	Ddumetorum.2825
Dalata.13444	Ddumetorum.2833
Dalata.13445	Ddumetorum.2834
Dalata.13446	Ddumetorum.2835
Dalata.13447	Ddumetorum.2836
Dalata.13448	Ddumetorum.2838
Dalata.13449	Ddumetorum.2844
Dalata.13450	Ddumetorum.2847
Dalata.13452	Ddumetorum.2848
Dalata.13453	Ddumetorum.2850
Dalata.13454	Ddumetorum.2851
Dalata.13458	Ddumetorum.2858
Dalata.13459	Ddumetorum.2859
Dalata.13460	Ddumetorum.2861
Dalata.13461	Ddumetorum.2865
Dalata.13464	Ddumetorum.2868
Dalata.13465	Ddumetorum.2869
Dalata.13466	Ddumetorum.2871
Dalata.13471	Ddumetorum.2872
Dalata.13474	Ddumetorum.2877
Dalata.13475	Ddumetorum.2918
Dalata.13489	Ddumetorum.2883
Dalata.13491	Ddumetorum.2881
Dalata.13492	Ddumetorum.2892
Dalata.13493	Ddumetorum.2914
Dalata.13494	Ddumetorum.2904
Dalata.13495	Ddumetorum.2899
Dalata.13497	Ddumetorum.2896
Dalata.13498	Ddumetorum.2921
Dalata.13499	Ddumetorum.2930
Dalata.13501	Ddumetorum.2940
Dalata.13505	Ddumetorum.2942
Dalata.13506	Ddumetorum.2943
Dalata.13507	Ddumetorum.2949
Dalata.13513	Ddumetorum.2951
Dalata.13514	Ddumetorum.2953
Dalata.13516	Ddumetorum.2955
Dalata.13517	Ddumetorum.2958
Dalata.13519	Ddumetorum.2963
Dalata.13521	Ddumetorum.2964
Dalata.13523	Ddumetorum.2967
Dalata.13524	Ddumetorum.2968
Dalata.13525	Ddumetorum.2969
Dalata.13526	Ddumetorum.2972
Dalata.13534	Ddumetorum.2983
Dalata.13536	Ddumetorum.3000
Dalata.13540	Ddumetorum.3003
Dalata.13542	Ddumetorum.3006
Dalata.13544	Ddumetorum.3011
Dalata.13545	Ddumetorum.3015
Dalata.13551	Ddumetorum.3016
Dalata.13555	Ddumetorum.3025
Dalata.13557	Ddumetorum.3026
Dalata.13558	Ddumetorum.3028
Dalata.13559	Ddumetorum.3029
Dalata.13563	Ddumetorum.3031
Dalata.13564	Ddumetorum.3032
Dalata.13565	Ddumetorum.3036
Dalata.13567	Ddumetorum.3038
Dalata.13568	Ddumetorum.3040
Dalata.13569	Ddumetorum.3042
Dalata.13570	Ddumetorum.3049
Dalata.13572	Ddumetorum.3051
Dalata.13573	Ddumetorum.3056
Dalata.13574	Ddumetorum.3055
Dalata.13578	Ddumetorum.3062
Dalata.13580	Ddumetorum.3064
Dalata.13581	Ddumetorum.3065
Dalata.13582	Ddumetorum.3066
Dalata.13583	Ddumetorum.3067
Dalata.13586	Ddumetorum.3068
Dalata.13589	Ddumetorum.3071
Dalata.13590	Ddumetorum.3072
Dalata.13591	Ddumetorum.3073
Dalata.13592	Ddumetorum.3074
Dalata.13593	Ddumetorum.3075
Dalata.13595	Ddumetorum.3076
Dalata.13597	Ddumetorum.3082
Dalata.13599	Ddumetorum.3084
Dalata.13600	Ddumetorum.3085
Dalata.13601	Ddumetorum.3086
Dalata.13602	Ddumetorum.3087
Dalata.13604	Ddumetorum.3088
Dalata.13606	Ddumetorum.3089
Dalata.13607	Ddumetorum.3090
Dalata.13614	Ddumetorum.3094
Dalata.13615	Ddumetorum.3095
Dalata.13616	Ddumetorum.3096
Dalata.13617	Ddumetorum.3098
Dalata.13618	Ddumetorum.3099
Dalata.13619	Ddumetorum.3100
Dalata.13620	Ddumetorum.3102
Dalata.13621	Ddumetorum.3103
Dalata.13622	Ddumetorum.3104
Dalata.13623	Ddumetorum.3105
Dalata.13625	Ddumetorum.3106
Dalata.13626	Ddumetorum.3107
Dalata.13627	Ddumetorum.3109
Dalata.13628	Ddumetorum.3110
Dalata.13629	Ddumetorum.3111
Dalata.13631	Ddumetorum.3112
Dalata.13632	Ddumetorum.3113
Dalata.13633	Ddumetorum.3119
Dalata.13635	Ddumetorum.3120
Dalata.13637	Ddumetorum.3124
Dalata.13638	Ddumetorum.3125
Dalata.13639	Ddumetorum.3127
Dalata.13640	Ddumetorum.3128
Dalata.13642	Ddumetorum.3129
Dalata.13643	Ddumetorum.3130
Dalata.13644	Ddumetorum.3131
Dalata.13645	Ddumetorum.3132
Dalata.13646	Ddumetorum.3133
Dalata.13647	Ddumetorum.3134
Dalata.13648	Ddumetorum.3135
Dalata.13649	Ddumetorum.3136
Dalata.13654	Ddumetorum.3138
Dalata.13655	Ddumetorum.3139
Dalata.13656	Ddumetorum.3140
Dalata.13657	Ddumetorum.3141
Dalata.13659	Ddumetorum.3142
Dalata.13661	Ddumetorum.3143
Dalata.13664	Ddumetorum.3145
Dalata.13665	Ddumetorum.3148
Dalata.13671	Ddumetorum.3147
Dalata.13681	Ddumetorum.3150
Dalata.13682	Ddumetorum.3151
Dalata.13683	Ddumetorum.3155
Dalata.13684	Ddumetorum.3156
Dalata.13686	Ddumetorum.3162
Dalata.13693	Ddumetorum.3164
Dalata.13694	Ddumetorum.3165
Dalata.13695	Ddumetorum.3166
Dalata.13696	Ddumetorum.3167
Dalata.13697	Ddumetorum.3168
Dalata.13698	Ddumetorum.3169
Dalata.13699	Ddumetorum.3171
Dalata.13700	Ddumetorum.3172
Dalata.13701	Ddumetorum.3173
Dalata.13702	Ddumetorum.3175
Dalata.13703	Ddumetorum.3176
Dalata.13704	Ddumetorum.3177
Dalata.13705	Ddumetorum.3178
Dalata.13707	Ddumetorum.3179
Dalata.13708	Ddumetorum.3180
Dalata.13709	Ddumetorum.3181
Dalata.13710	Ddumetorum.3182
Dalata.13711	Ddumetorum.3184
Dalata.13713	Ddumetorum.3185
Dalata.13714	Ddumetorum.3186
Dalata.13715	Ddumetorum.3187
Dalata.13716	Ddumetorum.3188
Dalata.13717	Ddumetorum.3189
Dalata.13718	Ddumetorum.3190
Dalata.13722	Ddumetorum.3192
Dalata.13723	Ddumetorum.3193
Dalata.13724	Ddumetorum.3194
Dalata.13725	Ddumetorum.3195
Dalata.13726	Ddumetorum.3196
Dalata.13726	Ddumetorum.3197
Dalata.13727	Ddumetorum.3199
Dalata.13728	Ddumetorum.3200
Dalata.13729	Ddumetorum.3201
Dalata.13730	Ddumetorum.3202
Dalata.13733	Ddumetorum.3204
Dalata.13734	Ddumetorum.3205
Dalata.13735	Ddumetorum.3206
Dalata.13737	Ddumetorum.3208
Dalata.13739	Ddumetorum.3210
Dalata.13740	Ddumetorum.3211
Dalata.13741	Ddumetorum.3212
Dalata.13742	Ddumetorum.3213
Dalata.13744	Ddumetorum.3215
Dalata.13745	Ddumetorum.3216
Dalata.13747	Ddumetorum.3217
Dalata.13750	Ddumetorum.3218
Dalata.13751	Ddumetorum.3219
Dalata.13753	Ddumetorum.3222
Dalata.13754	Ddumetorum.3223
Dalata.13755	Ddumetorum.3224
Dalata.13756	Ddumetorum.3225
Dalata.13757	Ddumetorum.3227
Dalata.13759	Ddumetorum.3229
Dalata.13760	Ddumetorum.3230
Dalata.13763	Ddumetorum.3232
Dalata.13764	Ddumetorum.3233
Dalata.13765	Ddumetorum.3234
Dalata.13766	Ddumetorum.3235
Dalata.13769	Ddumetorum.3237
Dalata.13770	Ddumetorum.3240
Dalata.13771	Ddumetorum.3241
Dalata.13772	Ddumetorum.3242
Dalata.13773	Ddumetorum.3243
Dalata.13774	Ddumetorum.3244
Dalata.13775	Ddumetorum.3247
Dalata.13776	Ddumetorum.3250
Dalata.13777	Ddumetorum.3251
Dalata.13780	Ddumetorum.3254
Dalata.13782	Ddumetorum.3255
Dalata.13783	Ddumetorum.3256
Dalata.13784	Ddumetorum.3257
Dalata.13786	Ddumetorum.3259
Dalata.13789	Ddumetorum.3260
Dalata.13790	Ddumetorum.3261
Dalata.13792	Ddumetorum.3262
Dalata.13793	Ddumetorum.3263
Dalata.13795	Ddumetorum.3264
Dalata.13796	Ddumetorum.3265
Dalata.13801	Ddumetorum.3267
Dalata.13802	Ddumetorum.3268
Dalata.13803	Ddumetorum.3269
Dalata.13804	Ddumetorum.3270
Dalata.13805	Ddumetorum.3271
Dalata.13806	Ddumetorum.3272
Dalata.13807	Ddumetorum.3273
Dalata.13808	Ddumetorum.3274
Dalata.13810	Ddumetorum.3276
Dalata.13813	Ddumetorum.3279
Dalata.13814	Ddumetorum.3280
Dalata.13816	Ddumetorum.3281
Dalata.13817	Ddumetorum.3282
Dalata.13818	Ddumetorum.3283
Dalata.13819	Ddumetorum.3284
Dalata.13820	Ddumetorum.3285
Dalata.13821	Ddumetorum.3286
Dalata.13822	Ddumetorum.3287
Dalata.13823	Ddumetorum.3288
Dalata.13824	Ddumetorum.3289
Dalata.13828	Ddumetorum.3290
Dalata.13829	Ddumetorum.3291
Dalata.13830	Ddumetorum.3292
Dalata.13831	Ddumetorum.3293
Dalata.13832	Ddumetorum.3294
Dalata.13833	Ddumetorum.3296
Dalata.13834	Ddumetorum.3297
Dalata.13836	Ddumetorum.3299
Dalata.13838	Ddumetorum.3300
Dalata.13839	Ddumetorum.3301
Dalata.13843	Ddumetorum.3302
Dalata.13844	Ddumetorum.3303
Dalata.13845	Ddumetorum.3304
Dalata.13846	Ddumetorum.3305
Dalata.13847	Ddumetorum.3306
Dalata.13848	Ddumetorum.3307
Dalata.13850	Ddumetorum.3308
Dalata.13852	Ddumetorum.3309
Dalata.13853	Ddumetorum.3310
Dalata.13855	Ddumetorum.3312
Dalata.13856	Ddumetorum.3313
Dalata.13858	Ddumetorum.3314
Dalata.13863	Ddumetorum.3321
Dalata.13864	Ddumetorum.3322
Dalata.13865	Ddumetorum.3323
Dalata.13866	Ddumetorum.3324
Dalata.13867	Ddumetorum.3325
Dalata.13868	Ddumetorum.3326
Dalata.13869	Ddumetorum.3327
Dalata.13870	Ddumetorum.3328
Dalata.13871	Ddumetorum.3329
Dalata.13885	Ddumetorum.3330
Dalata.13888	Ddumetorum.3331
Dalata.13891	Ddumetorum.3332
Dalata.13892	Ddumetorum.3333
Dalata.13894	Ddumetorum.3357
Dalata.13899	Ddumetorum.3335
Dalata.13900	Ddumetorum.3334
Dalata.13902	Ddumetorum.3337
Dalata.13903	Ddumetorum.3338
Dalata.13904	Ddumetorum.3339
Dalata.13906	Ddumetorum.3340
Dalata.13907	Ddumetorum.3341
Dalata.13908	Ddumetorum.3343
Dalata.13910	Ddumetorum.3344
Dalata.13911	Ddumetorum.3345
Dalata.13912	Ddumetorum.3346
Dalata.13913	Ddumetorum.3347
Dalata.13914	Ddumetorum.3348
Dalata.13919	Ddumetorum.3349
Dalata.13921	Ddumetorum.3350
Dalata.13922	Ddumetorum.3352
Dalata.13923	Ddumetorum.3353
Dalata.13924	Ddumetorum.3354
Dalata.13926	Ddumetorum.3356
Dalata.13927	Ddumetorum.3358
Dalata.13928	Ddumetorum.3359
Dalata.13929	Ddumetorum.3360
Dalata.13930	Ddumetorum.3361
Dalata.13931	Ddumetorum.3362
Dalata.13932	Ddumetorum.3363
Dalata.13935	Ddumetorum.3364
Dalata.13936	Ddumetorum.3365
Dalata.13938	Ddumetorum.3366
Dalata.13939	Ddumetorum.3381
Dalata.13940	Ddumetorum.3380
Dalata.13941	Ddumetorum.3379
Dalata.13944	Ddumetorum.3378
Dalata.13946	Ddumetorum.3377
Dalata.13949	Ddumetorum.3376
Dalata.13950	Ddumetorum.3375
Dalata.13951	Ddumetorum.3374
Dalata.13952	Ddumetorum.3373
Dalata.13953	Ddumetorum.3372
Dalata.13954	Ddumetorum.3371
Dalata.13955	Ddumetorum.3370
Dalata.13956	Ddumetorum.3369
Dalata.13957	Ddumetorum.3368
Dalata.13959	Ddumetorum.3367
Dalata.13960	Ddumetorum.3382
Dalata.13961	Ddumetorum.3383
Dalata.13962	Ddumetorum.3384
Dalata.13963	Ddumetorum.3385
Dalata.13964	Ddumetorum.3386
Dalata.13966	Ddumetorum.3388
Dalata.13968	Ddumetorum.3389
Dalata.13971	Ddumetorum.3390
Dalata.13972	Ddumetorum.3391
Dalata.13973	Ddumetorum.3392
Dalata.13975	Ddumetorum.3393
Dalata.13977	Ddumetorum.3394
Dalata.13980	Ddumetorum.3398
Dalata.13983	Ddumetorum.3399
Dalata.13984	Ddumetorum.3400
Dalata.13985	Ddumetorum.3401
Dalata.13986	Ddumetorum.3402
Dalata.13987	Ddumetorum.3403
Dalata.13988	Ddumetorum.3404
Dalata.13989	Ddumetorum.3405
Dalata.13990	Ddumetorum.3406
Dalata.13991	Ddumetorum.3407
Dalata.13993	Ddumetorum.3410
Dalata.13994	Ddumetorum.3411
Dalata.13995	Ddumetorum.3412
Dalata.14001	Ddumetorum.3413
Dalata.14002	Ddumetorum.3415
Dalata.14003	Ddumetorum.3416
Dalata.14004	Ddumetorum.3417
Dalata.14005	Ddumetorum.3418
Dalata.14007	Ddumetorum.3420
Dalata.14008	Ddumetorum.3419
Dalata.14013	Ddumetorum.3419
